##v1.0##
FDN,SUBTYPE,PATHNAME,DOMAIN,DOMAINCORREL,MNEMONIC,INDICATOR,FORMULA,COMMITMENTVALUE,COMMITMENTTHRESHOLD,EXCEPTIONTHRESHOLD,INDICATORTHRESHOLDB,INDICATORTHRESHOLDT3,MEASUREPROTOCOL,COS,ORIGINSITENAME,ORIGINFDN,ORIGINIP,DESTINATIONSITENAME,ENDFDN,TARGETIP,CORRELATIONBACKUPTYPE,VPN,NETWORKFDN,ORIGIN,ADMINADDRESS,MANUFACTURER
DI:CAPGEM.ZI:X.LIRT:PCPH847-CONTROLNET-1,LIRT,,CAPGEM,,RTD AARHUS-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PCPH847-CONTROLNET,57.215.24.66,,,10.10.20.180,128,capgeminia2anet,,,57.215.24.66,cisco
DI:CAPGEM.ZI:X.LIRT:PDAL238-CONTROLNET-114,LIRT,,CAPGEM,,RTD-Dallas-Krakow-RTVO,RTD,,60,,,90,30000,saa-jitt,184,,DI:CAPGEM.ZI:X.RTCIS:PDAL238-CONTROLNET,57.215.65.10,,,10.10.20.148,128,capgemini_bb_bpopence_114_tpc,,,57.215.65.10,cisco
DI:CAPGEM.ZI:X.LIRT:PDAL238-CONTROLNET-115,LIRT,,CAPGEM,,RTD-Dallas-KATOWICE-RTVO,RTD,,60,,,90,30000,saa-jitt,184,,DI:CAPGEM.ZI:X.RTCIS:PDAL238-CONTROLNET,57.215.65.10,,,10.10.20.152,128,capgemini_bb_bpopence_114_tpc,,,57.215.65.10,cisco
DI:CAPGEM.ZI:X.LIRT:PDAL238-CONTROLNET-3,LIRT,,CAPGEM,,RTD-Dallas-Bangalore1-TXU,RTD,,170,,,2000,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PDAL238-CONTROLNET,57.215.65.10,,,10.10.20.18,128,CAPGEMINI_BB_TXU_6_TPC,,,57.215.65.10,cisco
DI:CAPGEM.ZI:X.LIRT:PFRA2735-CONTROLNET-1001,LIRT,,CAPGEM,,IEL RTD PFRA2735-PSTO1524 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PFRA2735-CONTROLNET,57.214.82.164,,,10.10.28.42,128,capgeminia2anet,,,57.214.82.164,cisco
DI:CAPGEM.ZI:X.LIRT:PFRA2735-CONTROLNET-1002,LIRT,,CAPGEM,,IEL RTD PFRA2735-capg-fr-stde002-ce1 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PFRA2735-CONTROLNET,57.214.82.164,,,10.10.20.165,128,capgeminia2anet,,,57.214.82.164,cisco
DI:CAPGEM.ZI:X.LIRT:PFRA2735-CONTROLNET-1003,LIRT,,CAPGEM,,IEL RTD PFRA2735-PAMS2018 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PFRA2735-CONTROLNET,57.214.82.164,,,10.10.20.147,128,capgeminia2anet,,,57.214.82.164,cisco
DI:CAPGEM.ZI:X.LIRT:PFRA2735-CONTROLNET-1004,LIRT,,CAPGEM,,IEL RTD PFRA2735-PBOM1345 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PFRA2735-CONTROLNET,57.214.82.164,,,10.10.20.113,128,capgeminia2anet,,,57.214.82.164,cisco
DI:CAPGEM.ZI:X.LIRT:PFRA2735-CONTROLNET-20,LIRT,,CAPGEM,,RTD FRANKFURT-KATOWICE capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PFRA2735-CONTROLNET,57.214.82.164,,,10.10.20.153,128,capgeminia2anet,,,57.214.82.164,cisco
DI:CAPGEM.ZI:X.LIRT:PGLA348-CONTROLNET-1,LIRT,,CAPGEM,,RTD Glasgow-Southbank-Capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PGLA348-CONTROLNET,57.215.42.65,,,10.10.20.50,128,capgeminia2anet,,,57.215.42.65,cisco
DI:CAPGEM.ZI:X.LIRT:PGOT345-CONTROLNET-1,LIRT,,CAPGEM,,RTD GOTHENBURG-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PGOT345-CONTROLNET,57.220.147.146,,,10.10.20.180,128,capgeminia2anet,,,57.220.147.146,cisco
DI:CAPGEM.ZI:X.LIRT:PHAJ210-CONTROLNET-10,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PHAJ210-CONTROLNET,57.215.167.38,,,10.10.58.5,128,capgeminia2anet,,,57.215.167.38,cisco
DI:CAPGEM.ZI:X.LIRT:PHAM1095-CONTROLNET-10,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PHAM1095-CONTROLNET,57.220.175.71,,,10.101.17.129,128,capgeminia2anet,,,57.220.175.71,cisco
DI:CAPGEM.ZI:X.LIRT:PHEL564-CONTROLNET-1,LIRT,,CAPGEM,,RTD HELSINKI-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PHEL564-CONTROLNET,57.220.249.190,,,10.10.20.180,128,capgeminia2anet,,,57.220.249.190,cisco
DI:CAPGEM.ZI:X.LIRT:PINV051-CONTROLNET-1,LIRT,,CAPGEM,,RTD Inverness-Southbank-Capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PINV051-CONTROLNET,57.214.25.178,,,10.10.20.50,128,capgeminia2anet,,,57.214.25.178,cisco
DI:CAPGEM.ZI:X.LIRT:PKRK2026-CONTROLNET-1,LIRT,,CAPGEM,,RTD KRAKOW-AMSTERDAM capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PKRK2026-CONTROLNET,57.219.4.70,,,10.10.20.163,128,capgeminia2anet,,,57.219.4.70,cisco
DI:CAPGEM.ZI:X.LIRT:PKRK2026-CONTROLNET-2,LIRT,,CAPGEM,,RTD KRAKOW-FRANKFURT capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PKRK2026-CONTROLNET,57.219.4.70,,,10.10.20.151,128,capgeminia2anet,,,57.219.4.70,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-1,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.56.229,128,capgeminia2anet,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-1114,LIRT,,CAPGEM,,RTD KATOWICE-DALLAS BPOPENCE,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.20.111,128,capgemini_bb_bpopence_114_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-114,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.56.233,128,capgemini_bb_bpopence_114_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-136,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.56.245,128,capgemini_bb_sfr4hino_136_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-43,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.57.17,128,capgemini_bb_osearsnar_43_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-57,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.56.241,128,capgemini_bb_edisonbnl_57_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-6,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.57.5,128,capgemini_bb_txu_6_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-65,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.56.253,128,capgemini_bb_osmgtfr_65_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PKTW2757-CONTROLNET-8,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PKTW2757-CONTROLNET,57.219.6.67,,,10.10.57.13,128,capgemini_bb_mclient1_8_tpc,,,57.219.6.67,cisco
DI:CAPGEM.ZI:X.LIRT:PLBA186-CONTROLNET-1,LIRT,,CAPGEM,,RTD-Scunthorpe -Southbank Corusuki,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PLBA186-CONTROLNET,57.220.209.241,,,10.10.20.66,128,,,,57.220.209.241,cisco
DI:CAPGEM.ZI:X.LIRT:PLHR786-CONTROLNET-1,LIRT,,CAPGEM,,RTD Sungard-Southbank-Sungarduki,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PLHR786-CONTROLNET,57.215.32.59,,,10.10.20.78,128,capgemini_bb_sungarduki_40_tpc,,,57.215.32.59,cisco
DI:CAPGEM.ZI:X.LIRT:PLON3827-CONTROLNET-1,LIRT,,CAPGEM,,RTD Southbank-Krakow-Mclient2,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PLON3827-CONTROLNET,57.220.209.107,,,10.10.20.164,128,capgemini_bb_mclient2_7_tpc,,,57.220.209.107,cisco
DI:CAPGEM.ZI:X.LIRT:PLON3827-CONTROLNET-101,LIRT,,CAPGEM,,RTD for-static-route-tracking-A2A,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PLON3827-CONTROLNET,57.220.209.107,,,10.17.49.9,128,capgeminia2anet,,,57.220.209.107,cisco
DI:CAPGEM.ZI:X.LIRT:PLON3846-CONTROLNET-1,LIRT,,CAPGEM,,RTD London City-Southbank-Capgeminia2anet,RTD,,70,,,2000,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PLON3846-CONTROLNET,57.220.208.9,,,10.10.20.50,128,,,,57.220.208.9,cisco
DI:CAPGEM.ZI:X.LIRT:PLPP005-CONTROLNET-1,LIRT,,CAPGEM,,RTD LAPPEENRANTA-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PLPP005-CONTROLNET,57.220.235.69,,,10.10.20.180,128,capgeminia2anet,,,57.220.235.69,cisco
DI:CAPGEM.ZI:X.LIRT:PMAA370-CONTROLNET-1,LIRT,,CAPGEM,,RTD CHENNAI-FRANKFURT BPOPENCE,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMAA370-CONTROLNET,57.215.124.31,,,10.10.20.154,128,capgemini_bb_bpopence_114_tpc,,,57.215.124.31,cisco
DI:CAPGEM.ZI:X.LIRT:PMAA370-CONTROLNET-2,LIRT,,CAPGEM,,RTD CHENNAI-DALLAS BPOPENCE,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMAA370-CONTROLNET,57.215.124.31,,,10.10.20.111,128,capgemini_bb_bpopence_114_tpc,,,57.215.124.31,cisco
DI:CAPGEM.ZI:X.LIRT:PMAD1958-1,LIRT,,CAPGEM,,RTD Madrid-Paris capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMAD1958,57.220.252.169,,,10.10.20.165,128,capgeminia2anet,,,57.220.252.169,cisco
DI:CAPGEM.ZI:X.LIRT:PMJV033-1,LIRT,,CAPGEM,,RTD Murcia-Madrid capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMJV033,57.220.253.10,,,10.10.20.100,128,capgeminia2anet,,,57.220.253.10,cisco
DI:CAPGEM.ZI:X.LIRT:PMMA220-CONTROLNET-1,LIRT,,CAPGEM,,RTD MALMO-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMMA220-CONTROLNET,57.214.79.134,,,10.10.20.180,128,capgeminia2anet,,,57.214.79.134,cisco
DI:CAPGEM.ZI:X.LIRT:PMMA221-CONTROLNET-1,LIRT,,CAPGEM,,RTD MALMO-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PMMA221-CONTROLNET,57.220.147.24,,,10.10.20.180,128,,,,57.220.147.24,cisco
DI:CAPGEM.ZI:X.LIRT:PMUC1581-CONTROLNET-10,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,104,,DI:CAPGEM.ZI:X.RTCIS:PMUC1581-CONTROLNET,57.215.246.67,,,10.10.41.101,128,capgeminia2anet,,,57.215.246.67,cisco
DI:CAPGEM.ZI:X.LIRT:PNYC2009-CONTROLNET-1,LIRT,,CAPGEM,,RTD TRUMBULL-SAOPAOLO capgemini-bb-unileverib-75-tpc,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PNYC2009-CONTROLNET,57.215.141.53,,,10.10.20.106,128,capgemini_bb_unileverib_75_tpc,,,57.215.141.53,cisco
DI:CAPGEM.ZI:X.LIRT:PNYC2042-CONTROLNET-1,LIRT,,CAPGEM,,RTD RYE-SANTIAGO capgemini-bb-avonib-131-tpc,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PNYC2042-CONTROLNET,57.215.214.151,,,10.10.20.109,128,capgemini_bb_avonib_131_tpc,,,57.215.214.151,cisco
DI:CAPGEM.ZI:X.LIRT:POSL636-CONTROLNET-2,LIRT,,CAPGEM,,RTD OSLO-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:POSL636-CONTROLNET,57.215.90.55,,,10.10.20.180,128,capgeminia2anet,,,57.215.90.55,cisco
DI:CAPGEM.ZI:X.LIRT:POSL638-CONTROLNET-1,LIRT,,CAPGEM,,RTD OSLO-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:POSL638-CONTROLNET,57.215.145.1,,,10.10.20.180,128,capgeminia2anet,,,57.215.145.1,cisco
DI:CAPGEM.ZI:X.LIRT:POVD018-1,LIRT,,CAPGEM,,RTD-Oviedo-Madrid,RTD,,70,,,2000,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:POVD018,57.220.252.229,,,10.10.20.100,128,capgeminia2anet,,,57.220.252.229,cisco
DI:CAPGEM.ZI:X.LIRT:PQEW063-CONTROLNET-1,LIRT,,CAPGEM,,RTD Corby-Southbank CORUSUKI,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PQEW063-CONTROLNET,57.215.46.48,,,10.10.20.66,128,,,,57.215.46.48,cisco
DI:CAPGEM.ZI:X.LIRT:PROM676-CONTROLNET-1,LIRT,,CAPGEM,,RTD-Roma-Milano,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PROM676-CONTROLNET,57.220.250.177,,,10.10.20.38,128,capgeminia2anet,,,57.220.250.177,cisco
DI:CAPGEM.ZI:X.LIRT:PSCL770-1,LIRT,,CAPGEM,,RTD SANTIAGO-DALLAS capgemini-bb-bpopence-114-tpc,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSCL770,57.215.183.14,,,10.10.20.111,128,capgemini_bb_bpopence_114_tpc,,,57.215.183.14,cisco
DI:CAPGEM.ZI:X.LIRT:PSHA1632-CONTROLNET-1,LIRT,,CAPGEM,,RTD SHANGHAI-STOCKHOLM capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSHA1632-CONTROLNET,57.219.32.20,,,10.10.20.166,128,capgeminia2anet,,,57.219.32.20,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1081-CONTROLNET-1,LIRT,,CAPGEM,,RTD STOCKHOLM-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1081-CONTROLNET,57.215.112.141,,,10.10.20.180,128,capgeminia2anet,,,57.215.112.141,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1082-CONTROLNET-1,LIRT,,CAPGEM,,RTD STOCKHOLM-STOCKHOLM2 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1082-CONTROLNET,57.215.61.27,,,10.10.20.180,128,capgeminia2anet,,,57.215.61.27,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-1,LIRT,,CAPGEM,,RTD ALVIK-AMSTERDAM capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,184,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.10.20.170,128,capgeminia2anet,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-10,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.10.7.181,128,capgemini_bb_entercard_128_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-13,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.10.8.85,128,capgemini_bb_ikea_137_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-2,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.229,128,capgemini_bb_capedb_116_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-3,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.237,128,capgemini_bb_ears_2_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-4,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.241,128,capgemini_bb_finears_53_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-5,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.233,128,capgemini_bb_mclient1_8_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-6,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.245,128,capgemini_bb_swedadc_115_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-7,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.22.225,128,capgeminia2anet,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-8,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.101.20.33,128,capgemini_bb_swedbankind_47_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1083-CONTROLNET-9,LIRT,,CAPGEM,,,RTD,,60,,,90,30000,saa-echo,0,,DI:CAPGEM.ZI:X.RTCIS:PSTO1083-CONTROLNET,57.215.112.143,,,10.10.19.169,128,capgemini_bb_sparebank_107_tpc,,,57.215.112.143,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-1,LIRT,,CAPGEM,,RTD PSTO1524 - PSTO1376 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,184,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.28.43,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-10,LIRT,,CAPGEM,,RTD PSTO1524 - PBLR940 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.24,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-1001,LIRT,,CAPGEM,,IEL RTD PSTO1524-capg-fr-stde002-ce1 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.165,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-1002,LIRT,,CAPGEM,,IEL RTD PSTO1524-PFRA2735 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.154,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-1003,LIRT,,CAPGEM,,IEL RTD PSTO1524-PAMS2018 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.147,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-1004,LIRT,,CAPGEM,,IEL RTD PSTO1524-PBOM1345 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.113,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-11,LIRT,,CAPGEM,,RTD PSTO1524 - PCHI716 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.114,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-12,LIRT,,CAPGEM,,RTD PSTO1524 - PNYC1768 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.115,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-13,LIRT,,CAPGEM,,RTD PSTO1524 - PMIL1451 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.175,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-14,LIRT,,CAPGEM,,RTD PSTO1524 - PXWO043 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.75,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-15,LIRT,,CAPGEM,,RTD PSTO1524 - PLON3827 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.50,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-16,LIRT,,CAPGEM,,RTD PSTO1524 - PCPH847 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.183,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-17,LIRT,,CAPGEM,,RTD PSTO1524 - PCCU108 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.34,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-2,LIRT,,CAPGEM,,RTD PSTO1524 - PSYD1838 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.26,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-3,LIRT,,CAPGEM,,RTD PSTO1524 - PSHA1632 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.167,128,capgeminia2anet,,,57.214.51.15,cisco
DI:CAPGEM.ZI:X.LIRT:PSTO1524-CONTROLNET-5,LIRT,,CAPGEM,,RTD PSTO1524 - PBRU1786 capgeminia2anet,RTD,,60,,,90,30000,saa-jitt,104,,DI:CAPGEM.ZI:X.RTCIS:PSTO1524-CONTROLNET,57.214.51.15,,,10.10.20.121,128,capgeminia2anet,,,57.214.51.15,cisco
